100.0;2284.25
99.5;2282.8333333333335
99.0;2282.5833333333335
98.5;2218.5833333333335
98.0;2231.9166666666665
97.5;2241.3333333333335
97.0;2274.25
96.5;2272.5833333333335
96.0;2279.1666666666665
95.5;2272.3333333333335
95.0;2273.4166666666665
94.5;2275.0833333333335
94.0;2275.25
93.5;2272.9166666666665
93.0;2272.0833333333335
92.5;2260.3333333333335
92.0;2270.4166666666665
91.5;2257.0
91.0;2251.8333333333335
90.5;2248.6666666666665
90.0;2255.6666666666665
89.5;2245.75
89.0;2248.0833333333335
88.5;2246.6666666666665
88.0;2244.8333333333335
87.5;2228.8333333333335
87.0;2216.9166666666665
86.5;2209.1666666666665
86.0;2207.75
85.5;2205.6666666666665
85.0;2205.8333333333335
84.5;2193.0
84.0;2190.5833333333335
83.5;2178.8333333333335
83.0;2251.8333333333335
82.5;2242.9166666666665
82.0;2243.0833333333335
81.5;2229.9166666666665
81.0;2225.1666666666665
80.5;2220.5
80.0;2226.6666666666665
79.5;2195.5
79.0;2137.1666666666665
78.5;2115.6666666666665
78.0;2118.5833333333335
77.5;2095.5
77.0;2096.4166666666665
76.5;2080.25
76.0;2080.8333333333335
75.5;2058.25
75.0;2051.6666666666665
74.5;2029.9166666666667
74.0;2026.5
73.5;2000.8333333333333
73.0;2004.5
72.5;2048.3333333333335
72.0;2053.6666666666665
71.5;2018.75
71.0;2301.0833333333335
70.5;1986.8333333333333
70.0;1986.4166666666667
69.5;1950.5
69.0;1944.75
68.5;1915.5
68.0;1909.75
67.5;1875.9166666666667
67.0;1873.3333333333333
66.5;1838.75
66.0;1839.6666666666667
65.5;1807.1666666666667
65.0;1807.1666666666667
64.5;1770.9166666666667
64.0;1776.4166666666667
63.5;1730.0
63.0;1727.3333333333333
62.5;1691.0
62.0;1688.9166666666667
61.5;1644.0833333333333
61.0;1647.25
60.5;1607.6666666666667
60.0;1604.75
59.5;1565.5833333333333
59.0;1567.4166666666667
58.5;1523.5833333333333
58.0;1522.0833333333333
57.5;1476.25
57.0;1480.4166666666667
56.5;1429.75
56.0;1425.5833333333333
55.5;1381.3333333333333
55.0;1381.6666666666667
54.5;1335.3333333333333
54.0;1335.4166666666667
53.5;1293.5833333333333
53.0;1297.6666666666667
52.5;1254.0
52.0;1247.5
51.5;1203.4166666666667
51.0;1196.5833333333333
50.5;1148.6666666666667
50.0;1153.3333333333333
49.5;1113.25
49.0;1115.8333333333333
48.5;1065.5
48.0;1060.75
47.5;1012.8333333333334
47.0;1012.5833333333334
46.5;969.4166666666666
46.0;975.9166666666666
45.5;933.3333333333334
45.0;933.1666666666666
44.5;893.0833333333334
44.0;895.5
43.5;853.3333333333334
43.0;857.6666666666666
42.5;810.5833333333334
42.0;812.8333333333334
41.5;768.0
41.0;767.75
40.5;727.6666666666666
40.0;728.75
39.5;687.3333333333334
39.0;686.4166666666666
38.5;645.0833333333334
38.0;645.0
37.5;604.25
37.0;604.5833333333334
36.5;565.5833333333334
36.0;566.9166666666666
35.5;529.75
35.0;527.1666666666666
34.5;488.5
34.0;487.25
33.5;452.0833333333333
33.0;452.5
32.5;416.75
32.0;417.25
31.5;384.6666666666667
31.0;387.3333333333333
30.5;355.1666666666667
30.0;355.25
29.5;326.1666666666667
29.0;325.5
28.5;294.5
28.0;294.6666666666667
27.5;266.9166666666667
27.0;265.5
26.5;237.08333333333334
26.0;237.08333333333334
25.5;212.91666666666666
25.0;213.83333333333334
24.5;190.16666666666666
24.0;190.75
23.5;169.41666666666666
23.0;169.75
22.5;148.66666666666666
22.0;148.75
21.5;129.16666666666666
21.0;128.5
20.5;110.58333333333333
20.0;111.66666666666667
19.5;96.5
19.0;95.91666666666667
18.5;82.08333333333333
18.0;81.91666666666667
17.5;69.25
17.0;69.75
16.5;59.083333333333336
16.0;59.75
15.5;49.75
15.0;49.666666666666664
14.5;41.416666666666664
14.0;40.916666666666664
13.5;33.083333333333336
13.0;33.0
12.5;25.833333333333332
12.0;25.666666666666668
11.5;20.0
11.0;20.0
10.5;15.0
10.0;14.75
9.5;10.75
9.0;11.0
8.5;8.0
8.0;8.0
7.5;5.0
7.0;5.0
6.5;3.9166666666666665
6.0;4.0
5.5;2.0
5.0;2.0
4.5;2.0
4.0;2.0
3.5;1.0
3.0;1.0
2.5;61.5
2.0;60.166666666666664
1.5;89.91666666666667
1.0;91.08333333333333
0.5;1.0
0.0;1.0
